successful_update,pair_indices,pair_keys
2164,421;314;397;335;217;19;265;131,study05/study05_p43:target_t34_1024:source_t1_512;study05/study05_p41:target_t21_512:source_t5_1536;study05/study05_p43:target_t27_512:source_t8_1536;study05/study05_p41:target_t26_1024:source_t11_0;study05/study05_p24:target_t32_512:source_t2_0;study05/study05_p06:target_t21_1536:source_t5_512;study05/study05_p40:target_t29_1536:source_t12_1024;study05/study05_p10:target_t28_0:source_t12_512
2165,764;53;245;677;466;572;668;184,study05/study05_p50:target_t35_0:source_t13_1536;study05/study05_p06:target_t30_1024:source_t14_0;study05/study05_p40:target_t24_1024:source_t6_1536;study05/study05_p49:target_t13_1024:source_t10_1024;study05/study05_p44:target_t22_1024:source_t2_1536;study05/study05_p45:target_t32_1536:source_t16_512;study05/study05_p46:target_t38_1536:source_t17_1536;study05/study05_p24:target_t23_1024:source_t8_1024
2166,383;640;634;661;83;588;80;156,study05/study05_p43:target_t23_1536:source_t5_512;study05/study05_p46:target_t31_1536:source_t10_0;study05/study05_p46:target_t30_512:source_t8_1024;study05/study05_p46:target_t37_0:source_t16_0;study05/study05_p06:target_t38_0:source_t4_1024;study05/study05_p46:target_t18_512:source_t15_0;study05/study05_p06:target_t37_512:source_t3_1536;study05/study05_p10:target_t34_512:source_t1_1536
2167,183;583;461;563;37;180;322;345,study05/study05_p24:target_t23_512:source_t8_512;study05/study05_p45:target_t35_1536:source_t2_512;study05/study05_p44:target_t21_512:source_t1_1024;study05/study05_p45:target_t30_1024:source_t13_1024;study05/study05_p06:target_t26_512:source_t9_1536;study05/study05_p24:target_t21_1024:source_t7_1024;study05/study05_p41:target_t23_512:source_t7_1536;study05/study05_p41:target_t29_0:source_t15_1024
2168,544;41;595;624;441;628;229;599,study05/study05_p45:target_t25_0:source_t8_512;study05/study05_p06:target_t27_512:source_t10_1536;study05/study05_p46:target_t20_0:source_t16_1536;study05/study05_p46:target_t27_512:source_t6_0;study05/study05_p44:target_t16_512:source_t9_512;study05/study05_p46:target_t28_1536:source_t7_0;study05/study05_p40:target_t20_512:source_t2_1536;study05/study05_p46:target_t21_0:source_t17_1536
2169,115;762;342;723;464;280;8;451,study05/study05_p10:target_t24_0:source_t7_1024;study05/study05_p50:target_t34_512:source_t13_512;study05/study05_p41:target_t28_512:source_t14_0;study05/study05_p50:target_t21_0:source_t3_1024;study05/study05_p44:target_t22_0:source_t2_512;study05/study05_p40:target_t33_1536:source_t16_1536;study05/study05_p06:target_t19_0:source_t2_1024;study05/study05_p44:target_t18_1536:source_t13_512
2170,710;487;381;86;751;592;543;424,study05/study05_p49:target_t26_1536:source_t9_0;study05/study05_p44:target_t27_1536:source_t8_0;study05/study05_p43:target_t22_1536:source_t4_1536;study05/study05_p06:target_t38_1536:source_t5_512;study05/study05_p50:target_t30_0:source_t10_1024;study05/study05_p46:target_t19_512:source_t16_0;study05/study05_p45:target_t24_1536:source_t8_0;study05/study05_p43:target_t35_512:source_t2_0
2171,537;442;400;14;705;555;413;145,study05/study05_p45:target_t22_1536:source_t6_512;study05/study05_p44:target_t16_1024:source_t9_1024;study05/study05_p43:target_t28_0:source_t9_1024;study05/study05_p06:target_t20_1024:source_t4_0;study05/study05_p49:target_t23_1536:source_t7_0;study05/study05_p45:target_t27_1536:source_t11_0;study05/study05_p43:target_t32_0:source_t14_512;study05/study05_p10:target_t31_1024:source_t16_0
2172,165;389;552;730;288;574;277;754,study05/study05_p10:target_t36_1024:source_t4_0;study05/study05_p43:target_t25_512:source_t6_1536;study05/study05_p45:target_t27_0:source_t10_512;study05/study05_p50:target_t23_1024:source_t5_512;study05/study05_p40:target_t35_1536:source_t0_1536;study05/study05_p45:target_t33_1024:source_t0_0;study05/study05_p40:target_t33_0:source_t16_0;study05/study05_p50:target_t31_512:source_t11_512
2173,484;96;526;535;603;367;630;348,study05/study05_p44:target_t27_0:source_t7_512;study05/study05_p10:target_t19_512:source_t2_1536;study05/study05_p45:target_t19_0:source_t3_1024;study05/study05_p45:target_t21_1536:source_t5_1536;study05/study05_p46:target_t22_0:source_t0_1536;study05/study05_p43:target_t18_1536:source_t1_512;study05/study05_p46:target_t29_512:source_t7_1024;study05/study05_p41:target_t29_1536:source_t0_512
2174,598;738;469;255;246;90;173;215,study05/study05_p46:target_t20_1536:source_t17_1024;study05/study05_p50:target_t26_1536:source_t7_512;study05/study05_p44:target_t23_512:source_t3_1024;study05/study05_p40:target_t27_512:source_t9_512;study05/study05_p40:target_t24_1536:source_t7_0;study05/study05_p10:target_t17_1536:source_t1_512;study05/study05_p10:target_t38_1024:source_t6_0;study05/study05_p24:target_t31_1536:source_t1_1024
2175,137;247;119;594;168;721;106;148,study05/study05_p10:target_t29_1024:source_t13_1536;study05/study05_p40:target_t25_0:source_t7_512;study05/study05_p10:target_t25_0:source_t8_1024;study05/study05_p46:target_t19_1536:source_t16_1024;study05/study05_p10:target_t37_512:source_t4_1536;study05/study05_p50:target_t20_1024:source_t3_0;study05/study05_p10:target_t21_1536:source_t5_512;study05/study05_p10:target_t32_512:source_t16_1536
2176,70;477;394;333;172;474;43;713,study05/study05_p06:target_t34_1536:source_t1_512;study05/study05_p44:target_t25_512:source_t5_1024;study05/study05_p43:target_t26_1024:source_t8_0;study05/study05_p41:target_t26_0:source_t10_1024;study05/study05_p10:target_t38_512:source_t5_1536;study05/study05_p44:target_t24_1024:source_t4_1536;study05/study05_p06:target_t27_1536:source_t11_512;study05/study05_p50:target_t17_0:source_t1_0
2177,601;123;476;100;405;331;129;475,study05/study05_p46:target_t21_1024:source_t0_512;study05/study05_p10:target_t26_0:source_t9_1536;study05/study05_p44:target_t25_0:source_t5_512;study05/study05_p10:target_t20_512:source_t3_1536;study05/study05_p43:target_t30_0:source_t10_1536;study05/study05_p41:target_t25_1024:source_t10_0;study05/study05_p10:target_t27_1024:source_t11_1024;study05/study05_p44:target_t24_1536:source_t5_0
2178,467;435;9;429;701;294;554;305,study05/study05_p44:target_t22_1536:source_t3_0;study05/study05_p43:target_t38_1536:source_t4_1536;study05/study05_p06:target_t19_512:source_t2_1536;study05/study05_p43:target_t37_512:source_t3_512;study05/study05_p49:target_t22_1536:source_t5_1024;study05/study05_p41:target_t16_512:source_t0_1536;study05/study05_p45:target_t27_1024:source_t10_1536;study05/study05_p41:target_t19_0:source_t3_1024
2179,500;321;315;22;396;253;577;699,study05/study05_p44:target_t31_0:source_t12_1024;study05/study05_p41:target_t23_0:source_t7_1024;study05/study05_p41:target_t21_1024:source_t6_0;study05/study05_p06:target_t22_1024:source_t6_0;study05/study05_p43:target_t27_0:source_t8_1024;study05/study05_p40:target_t26_1536:source_t8_1536;study05/study05_p45:target_t34_512:source_t0_1536;study05/study05_p49:target_t21_1024:source_t5_0
2180,159;530;392;319;686;285;302;560,study05/study05_p10:target_t35_0:source_t2_1024;study05/study05_p45:target_t20_0:source_t4_1024;study05/study05_p43:target_t26_0:source_t7_1024;study05/study05_p41:target_t22_1024:source_t7_0;study05/study05_p49:target_t16_0:source_t1_1536;study05/study05_p40:target_t35_0:source_t0_0;study05/study05_p41:target_t18_512:source_t2_1536;study05/study05_p45:target_t29_1536:source_t12_1536
2181,99;284;618;548;125;67;765;357,study05/study05_p10:target_t20_0:source_t3_1024;study05/study05_p40:target_t34_1536:source_t17_1536;study05/study05_p46:target_t25_1536:source_t4_1024;study05/study05_p45:target_t26_0:source_t9_512;study05/study05_p10:target_t26_1024:source_t10_512;study05/study05_p06:target_t34_0:source_t0_1024;study05/study05_p50:target_t35_512:source_t14_0;study05/study05_p41:target_t32_512:source_t2_1024
2182,561;478;532;521;569;221;139;581,study05/study05_p45:target_t30_0:source_t13_0;study05/study05_p44:target_t25_1024:source_t5_1536;study05/study05_p45:target_t20_1536:source_t5_0;study05/study05_p45:target_t17_512:source_t2_512;study05/study05_p45:target_t32_0:source_t15_1024;study05/study05_p40:target_t18_512:source_t0_1536;study05/study05_p10:target_t30_0:source_t14_512;study05/study05_p45:target_t35_512:source_t1_1536
2183,267;411;584;339;446;102;204;256,study05/study05_p40:target_t30_512:source_t13_0;study05/study05_p43:target_t31_1024:source_t13_0;study05/study05_p45:target_t36_512:source_t2_1024;study05/study05_p41:target_t27_1024:source_t12_1024;study05/study05_p44:target_t17_1024:source_t11_512;study05/study05_p10:target_t20_1536:source_t4_512;study05/study05_p24:target_t29_0:source_t15_1024;study05/study05_p40:target_t27_1024:source_t9_1536
2184,515;651;88;266;760;748;239;144,study05/study05_p44:target_t34_1536:source_t2_512;study05/study05_p46:target_t34_1024:source_t13_512;study05/study05_p10:target_t17_512:source_t0_1536;study05/study05_p40:target_t30_0:source_t12_1536;study05/study05_p50:target_t33_1536:source_t12_1536;study05/study05_p50:target_t29_512:source_t9_1536;study05/study05_p40:target_t23_0:source_t5_512;study05/study05_p10:target_t31_512:source_t15_1536
2185,236;287;482;653;181;619;758;297,study05/study05_p40:target_t22_512:source_t4_1024;study05/study05_p40:target_t35_1024:source_t0_1024;study05/study05_p44:target_t26_1024:source_t6_1536;study05/study05_p46:target_t35_0:source_t13_1536;study05/study05_p24:target_t22_1536:source_t7_1536;study05/study05_p46:target_t26_0:source_t4_1536;study05/study05_p50:target_t32_1536:source_t12_512;study05/study05_p41:target_t17_0:source_t1_1024
2186,637;310;638;512;42;485;77;657,study05/study05_p46:target_t31_0:source_t9_512;study05/study05_p41:target_t20_512:source_t4_1536;study05/study05_p46:target_t31_512:source_t9_1024;study05/study05_p44:target_t34_0:source_t1_1024;study05/study05_p06:target_t27_1024:source_t11_0;study05/study05_p44:target_t27_512:source_t7_1024;study05/study05_p06:target_t36_1024:source_t3_0;study05/study05_p46:target_t36_0:source_t15_0
2187,649;242;706;528;249;419;597;195,study05/study05_p46:target_t34_0:source_t12_1536;study05/study05_p40:target_t23_1536:source_t6_0;study05/study05_p49:target_t24_512:source_t7_1024;study05/study05_p45:target_t19_1024:source_t4_0;study05/study05_p40:target_t25_1024:source_t7_1536;study05/study05_p43:target_t34_0:source_t0_1536;study05/study05_p46:target_t20_1024:source_t17_512;study05/study05_p24:target_t26_1536:source_t12_512
2188,433;399;545;455;579;306;387;5,study05/study05_p43:target_t38_512:source_t4_512;study05/study05_p43:target_t27_1536:source_t9_512;study05/study05_p45:target_t25_512:source_t8_1024;study05/study05_p44:target_t19_1536:source_t0_0;study05/study05_p45:target_t34_1536:source_t1_512;study05/study05_p41:target_t19_512:source_t3_1536;study05/study05_p43:target_t24_1536:source_t6_512;study05/study05_p06:target_t18_512:source_t1_1536
2189,103;214;126;430;562;301;254;646,study05/study05_p10:target_t21_0:source_t4_1024;study05/study05_p24:target_t31_1024:source_t1_512;study05/study05_p10:target_t26_1536:source_t10_1024;study05/study05_p43:target_t37_1024:source_t3_1024;study05/study05_p45:target_t30_512:source_t13_512;study05/study05_p41:target_t18_0:source_t2_1024;study05/study05_p40:target_t27_0:source_t9_0;study05/study05_p46:target_t33_512:source_t11_1024
2190,443;154;645;722;698;15;425;299,study05/study05_p44:target_t16_1536:source_t9_1536;study05/study05_p10:target_t33_1536:source_t1_512;study05/study05_p46:target_t33_0:source_t11_512;study05/study05_p50:target_t20_1536:source_t3_512;study05/study05_p49:target_t21_512:source_t4_1536;study05/study05_p06:target_t20_1536:source_t4_512;study05/study05_p43:target_t36_0:source_t2_512;study05/study05_p41:target_t17_1024:source_t2_0
2191,3;576;605;444;283;741;346;199,study05/study05_p06:target_t17_1536:source_t1_512;study05/study05_p45:target_t34_0:source_t0_1024;study05/study05_p46:target_t22_1024:source_t1_512;study05/study05_p44:target_t17_0:source_t10_1024;study05/study05_p40:target_t34_1024:source_t17_1024;study05/study05_p50:target_t27_1024:source_t8_0;study05/study05_p41:target_t29_512:source_t15_1536;study05/study05_p24:target_t27_1536:source_t14_0
2192,27;92;207;240;122;759;507;401,study05/study05_p06:target_t23_1536:source_t7_512;study05/study05_p10:target_t18_512:source_t1_1536;study05/study05_p24:target_t29_1536:source_t16_1024;study05/study05_p40:target_t23_512:source_t5_1024;study05/study05_p10:target_t25_1536:source_t9_1024;study05/study05_p50:target_t33_1024:source_t12_1024;study05/study05_p44:target_t32_1536:source_t0_512;study05/study05_p43:target_t28_1536:source_t9_1536
2193,108;740;388;747;227;127;164;490,study05/study05_p10:target_t22_512:source_t5_1536;study05/study05_p50:target_t27_512:source_t7_1536;study05/study05_p43:target_t25_0:source_t6_1024;study05/study05_p50:target_t29_0:source_t9_1024;study05/study05_p40:target_t19_1536:source_t2_512;study05/study05_p10:target_t27_0:source_t10_1536;study05/study05_p10:target_t36_512:source_t3_1536;study05/study05_p44:target_t28_1024:source_t8_1536
2194,298;682;717;175;757;553;98;675,study05/study05_p41:target_t17_512:source_t1_1536;study05/study05_p49:target_t15_0:source_t0_1536;study05/study05_p50:target_t19_0:source_t2_0;study05/study05_p24:target_t17_0:source_t6_512;study05/study05_p50:target_t32_512:source_t12_0;study05/study05_p45:target_t27_512:source_t10_1024;study05/study05_p10:target_t19_1536:source_t3_512;study05/study05_p49:target_t13_0:source_t10_0
2195,691;49;220;52;223;158;623;711,study05/study05_p49:target_t18_1536:source_t3_0;study05/study05_p06:target_t29_1024:source_t13_0;study05/study05_p40:target_t18_0:source_t0_1024;study05/study05_p06:target_t30_512:source_t13_1536;study05/study05_p40:target_t18_1536:source_t1_512;study05/study05_p10:target_t34_1536:source_t2_512;study05/study05_p46:target_t27_0:source_t5_1536;study05/study05_p50:target_t16_0:source_t0_1024
2196,398;203;735;142;85;206;516;60,study05/study05_p43:target_t27_1024:source_t9_0;study05/study05_p24:target_t28_1536:source_t15_512;study05/study05_p50:target_t25_1024:source_t6_1024;study05/study05_p10:target_t30_1536:source_t15_512;study05/study05_p06:target_t38_1024:source_t5_0;study05/study05_p24:target_t29_1024:source_t16_512;study05/study05_p44:target_t35_0:source_t2_1024;study05/study05_p06:target_t32_512:source_t15_1536
2197,551;25;644;162;274;48;311;313,study05/study05_p45:target_t26_1536:source_t10_0;study05/study05_p06:target_t23_512:source_t6_1536;study05/study05_p46:target_t32_1536:source_t11_0;study05/study05_p10:target_t35_1536:source_t3_512;study05/study05_p40:target_t32_512:source_t15_512;study05/study05_p06:target_t29_512:source_t12_1024;study05/study05_p41:target_t20_1024:source_t5_0;study05/study05_p41:target_t21_0:source_t5_1024
2198,670;6;84;746;719;226;423;497,study05/study05_p49:target_t11_1024:source_t8_1536;study05/study05_p06:target_t18_1024:source_t2_0;study05/study05_p06:target_t38_512:source_t4_1536;study05/study05_p50:target_t28_1536:source_t9_512;study05/study05_p50:target_t19_1024:source_t2_1024;study05/study05_p40:target_t19_1024:source_t2_0;study05/study05_p43:target_t35_0:source_t1_1536;study05/study05_p44:target_t30_512:source_t11_512
2199,163;334;734;629;379;486;231;536,study05/study05_p10:target_t36_0:source_t3_1024;study05/study05_p41:target_t26_512:source_t10_1536;study05/study05_p50:target_t25_512:source_t6_512;study05/study05_p46:target_t29_0:source_t7_512;study05/study05_p43:target_t22_512:source_t4_512;study05/study05_p44:target_t27_1024:source_t7_1536;study05/study05_p40:target_t21_0:source_t3_512;study05/study05_p45:target_t22_0:source_t6_0
2200,506;702;479;316;505;74;50;147,study05/study05_p44:target_t32_1024:source_t0_0;study05/study05_p49:target_t23_0:source_t5_1536;study05/study05_p44:target_t25_1536:source_t6_0;study05/study05_p41:target_t21_1536:source_t6_512;study05/study05_p44:target_t32_512:source_t14_1536;study05/study05_p06:target_t35_1536:source_t2_512;study05/study05_p06:target_t29_1536:source_t13_512;study05/study05_p10:target_t32_0:source_t16_1024
2201,674;481;209;340;604;353;565;549,study05/study05_p49:target_t12_1536:source_t9_1536;study05/study05_p44:target_t26_512:source_t6_1024;study05/study05_p24:target_t30_512:source_t0_0;study05/study05_p41:target_t27_1536:source_t12_1536;study05/study05_p46:target_t22_512:source_t1_0;study05/study05_p41:target_t31_0:source_t1_1024;study05/study05_p45:target_t31_0:source_t14_0;study05/study05_p45:target_t26_512:source_t9_1024
2202,558;679;160;329;385;238;57;320,study05/study05_p45:target_t29_512:source_t12_0;study05/study05_p49:target_t14_512:source_t0_0;study05/study05_p10:target_t35_512:source_t2_1536;study05/study05_p41:target_t25_0:source_t9_1024;study05/study05_p43:target_t24_512:source_t5_1536;study05/study05_p40:target_t22_1536:source_t5_0;study05/study05_p06:target_t31_1024:source_t15_0;study05/study05_p41:target_t22_1536:source_t7_512
2203,304;259;564;21;607;529;426;518,study05/study05_p41:target_t18_1536:source_t3_512;study05/study05_p40:target_t28_512:source_t10_1024;study05/study05_p45:target_t30_1536:source_t13_1536;study05/study05_p06:target_t22_512:source_t5_1536;study05/study05_p46:target_t23_0:source_t1_1536;study05/study05_p45:target_t19_1536:source_t4_512;study05/study05_p43:target_t36_512:source_t2_1024;study05/study05_p44:target_t35_1024:source_t3_0
2204,94;197;390;546;24;523;182;10,study05/study05_p10:target_t18_1536:source_t2_512;study05/study05_p24:target_t27_512:source_t13_512;study05/study05_p43:target_t25_1024:source_t7_0;study05/study05_p45:target_t25_1024:source_t8_1536;study05/study05_p06:target_t23_0:source_t6_1024;study05/study05_p45:target_t18_512:source_t2_1536;study05/study05_p24:target_t23_0:source_t8_0;study05/study05_p06:target_t19_1024:source_t3_0
2205,89;498;264;225;407;151;609;437,study05/study05_p10:target_t17_1024:source_t1_0;study05/study05_p44:target_t30_1024:source_t11_1024;study05/study05_p40:target_t29_1024:source_t11_1536;study05/study05_p40:target_t19_512:source_t1_1536;study05/study05_p43:target_t30_1024:source_t11_512;study05/study05_p10:target_t33_0:source_t0_1024;study05/study05_p46:target_t23_1024:source_t2_512;study05/study05_p44:target_t15_512:source_t8_512
2206,615;130;26;696;438;492;660;571,study05/study05_p46:target_t25_0:source_t3_1536;study05/study05_p10:target_t27_1536:source_t11_1536;study05/study05_p06:target_t23_1024:source_t7_0;study05/study05_p49:target_t20_1536:source_t4_512;study05/study05_p44:target_t15_1024:source_t8_1024;study05/study05_p44:target_t29_0:source_t9_512;study05/study05_p46:target_t36_1536:source_t15_1536;study05/study05_p45:target_t32_1024:source_t16_0
2207,460;56;378;409;655;35;639;82,study05/study05_p44:target_t21_0:source_t1_512;study05/study05_p06:target_t31_512:source_t14_1536;study05/study05_p43:target_t22_0:source_t4_0;study05/study05_p43:target_t31_0:source_t11_1536;study05/study05_p46:target_t35_1024:source_t14_1024;study05/study05_p06:target_t25_1536:source_t9_512;study05/study05_p46:target_t31_1024:source_t9_1536;study05/study05_p06:target_t37_1536:source_t4_512
2208,384;450;454;403;186;725;38;568,study05/study05_p43:target_t24_0:source_t5_1024;study05/study05_p44:target_t18_1024:source_t12_1536;study05/study05_p44:target_t19_1024:source_t14_1536;study05/study05_p43:target_t29_512:source_t10_512;study05/study05_p24:target_t24_512:source_t9_0;study05/study05_p50:target_t21_1024:source_t4_0;study05/study05_p06:target_t26_1024:source_t10_0;study05/study05_p45:target_t31_1536:source_t15_512
2209,223;532;739;287;230;599;488;752,study05/study05_p40:target_t18_1536:source_t1_512;study05/study05_p45:target_t20_1536:source_t5_0;study05/study05_p50:target_t27_0:source_t7_1024;study05/study05_p40:target_t35_1024:source_t0_1024;study05/study05_p40:target_t20_1024:source_t3_0;study05/study05_p46:target_t21_0:source_t17_1536;study05/study05_p44:target_t28_0:source_t8_512;study05/study05_p50:target_t30_512:source_t10_1536
2210,170;185;29;391;653;2;90;143,study05/study05_p10:target_t37_1536:source_t5_512;study05/study05_p24:target_t24_0:source_t8_1536;study05/study05_p06:target_t24_512:source_t7_1536;study05/study05_p43:target_t25_1536:source_t7_512;study05/study05_p46:target_t35_0:source_t13_1536;study05/study05_p06:target_t17_1024:source_t1_0;study05/study05_p10:target_t17_1536:source_t1_512;study05/study05_p10:target_t31_0:source_t15_1024
2211,398;615;329;164;59;226;580;517,study05/study05_p43:target_t27_1024:source_t9_0;study05/study05_p46:target_t25_0:source_t3_1536;study05/study05_p41:target_t25_0:source_t9_1024;study05/study05_p10:target_t36_512:source_t3_1536;study05/study05_p06:target_t32_0:source_t15_1024;study05/study05_p40:target_t19_1024:source_t2_0;study05/study05_p45:target_t35_0:source_t1_1024;study05/study05_p44:target_t35_512:source_t2_1536
2212,76;408;253;518;135;681;20;534,study05/study05_p06:target_t36_512:source_t2_1536;study05/study05_p43:target_t30_1536:source_t11_1024;study05/study05_p40:target_t26_1536:source_t8_1536;study05/study05_p44:target_t35_1024:source_t3_0;study05/study05_p10:target_t29_0:source_t13_512;study05/study05_p49:target_t14_1536:source_t0_1024;study05/study05_p06:target_t22_0:source_t5_1024;study05/study05_p45:target_t21_512:source_t5_1024
2213,654;272;205;617;348;49;243;171,study05/study05_p46:target_t35_512:source_t14_512;study05/study05_p40:target_t31_1536:source_t14_1536;study05/study05_p24:target_t29_512:source_t16_0;study05/study05_p46:target_t25_1024:source_t4_512;study05/study05_p41:target_t29_1536:source_t0_512;study05/study05_p06:target_t29_1024:source_t13_0;study05/study05_p40:target_t24_0:source_t6_512;study05/study05_p10:target_t38_0:source_t5_1024
2214,384;530;307;1;687;254;80;591,study05/study05_p43:target_t24_0:source_t5_1024;study05/study05_p45:target_t20_0:source_t4_1024;study05/study05_p41:target_t19_1024:source_t4_0;study05/study05_p06:target_t17_512:source_t0_1536;study05/study05_p49:target_t16_512:source_t2_0;study05/study05_p40:target_t27_0:source_t9_0;study05/study05_p06:target_t37_512:source_t3_1536;study05/study05_p46:target_t19_0:source_t15_1536
2215,648;523;127;564;308;665;376;296,study05/study05_p46:target_t33_1536:source_t12_1024;study05/study05_p45:target_t18_512:source_t2_1536;study05/study05_p10:target_t27_0:source_t10_1536;study05/study05_p45:target_t30_1536:source_t13_1536;study05/study05_p41:target_t19_1536:source_t4_512;study05/study05_p46:target_t38_0:source_t17_0;study05/study05_p43:target_t21_1024:source_t3_1024;study05/study05_p41:target_t16_1536:source_t1_512
2216,107;258;14;304;484;37;763;178,study05/study05_p10:target_t22_0:source_t5_1024;study05/study05_p40:target_t28_0:source_t10_512;study05/study05_p06:target_t20_1024:source_t4_0;study05/study05_p41:target_t18_1536:source_t3_512;study05/study05_p44:target_t27_0:source_t7_512;study05/study05_p06:target_t26_512:source_t9_1536;study05/study05_p50:target_t34_1024:source_t13_1024;study05/study05_p24:target_t21_0:source_t7_0
2217,280;195;81;375;222;271;707;576,study05/study05_p40:target_t33_1536:source_t16_1536;study05/study05_p24:target_t26_1536:source_t12_512;study05/study05_p06:target_t37_1024:source_t4_0;study05/study05_p43:target_t20_1536:source_t3_512;study05/study05_p40:target_t18_1024:source_t1_0;study05/study05_p40:target_t31_1024:source_t14_1024;study05/study05_p49:target_t24_1024:source_t7_1536;study05/study05_p45:target_t34_0:source_t0_1024
2218,569;741;512;240;116;726;491;111,study05/study05_p45:target_t32_0:source_t15_1024;study05/study05_p50:target_t27_1024:source_t8_0;study05/study05_p44:target_t34_0:source_t1_1024;study05/study05_p40:target_t23_512:source_t5_1024;study05/study05_p10:target_t24_512:source_t7_1536;study05/study05_p50:target_t22_0:source_t4_512;study05/study05_p44:target_t28_1536:source_t9_0;study05/study05_p10:target_t23_0:source_t6_1024
2219,94;666;755;557;702;172;688;22,study05/study05_p10:target_t18_1536:source_t2_512;study05/study05_p46:target_t38_512:source_t17_512;study05/study05_p50:target_t31_1536:source_t11_1024;study05/study05_p45:target_t29_0:source_t11_1536;study05/study05_p49:target_t23_0:source_t5_1536;study05/study05_p10:target_t38_512:source_t5_1536;study05/study05_p49:target_t18_0:source_t2_512;study05/study05_p06:target_t22_1024:source_t6_0
2220,383;471;550;224;734;430;415;131,study05/study05_p43:target_t23_1536:source_t5_512;study05/study05_p44:target_t23_1536:source_t4_0;study05/study05_p45:target_t26_1024:source_t9_1536;study05/study05_p40:target_t19_0:source_t1_1024;study05/study05_p50:target_t25_512:source_t6_512;study05/study05_p43:target_t37_1024:source_t3_1024;study05/study05_p43:target_t32_1024:source_t16_0;study05/study05_p10:target_t28_0:source_t12_512
2221,544;160;542;427;153;686;571;180,study05/study05_p45:target_t25_0:source_t8_512;study05/study05_p10:target_t35_512:source_t2_1536;study05/study05_p45:target_t24_1024:source_t7_1024;study05/study05_p43:target_t36_1024:source_t2_1536;study05/study05_p10:target_t33_1024:source_t1_0;study05/study05_p49:target_t16_0:source_t1_1536;study05/study05_p45:target_t32_1024:source_t16_0;study05/study05_p24:target_t21_1024:source_t7_1024
2222,342;184;620;370;464;555;631;190,study05/study05_p41:target_t28_512:source_t14_0;study05/study05_p24:target_t23_1024:source_t8_1024;study05/study05_p46:target_t26_512:source_t5_0;study05/study05_p43:target_t19_1024:source_t2_0;study05/study05_p44:target_t22_0:source_t2_512;study05/study05_p45:target_t27_1536:source_t11_0;study05/study05_p46:target_t29_1024:source_t7_1536;study05/study05_p24:target_t25_1024:source_t10_0
2223,623;31;13;325;321;676;610;64,study05/study05_p46:target_t27_0:source_t5_1536;study05/study05_p06:target_t24_1536:source_t8_512;study05/study05_p06:target_t20_512:source_t3_1536;study05/study05_p41:target_t24_0:source_t8_1024;study05/study05_p41:target_t23_0:source_t7_1024;study05/study05_p49:target_t13_512:source_t10_512;study05/study05_p46:target_t23_1536:source_t2_1024;study05/study05_p06:target_t33_512:source_t16_1536
2224,266;85;323;63;392;297;682;455,study05/study05_p40:target_t30_0:source_t12_1536;study05/study05_p06:target_t38_1024:source_t5_0;study05/study05_p41:target_t23_1024:source_t8_0;study05/study05_p06:target_t33_0:source_t16_1024;study05/study05_p43:target_t26_0:source_t7_1024;study05/study05_p41:target_t17_0:source_t1_1024;study05/study05_p49:target_t15_0:source_t0_1536;study05/study05_p44:target_t19_1536:source_t0_0
2225,181;53;437;429;426;361;346;337,study05/study05_p24:target_t22_1536:source_t7_1536;study05/study05_p06:target_t30_1024:source_t14_0;study05/study05_p44:target_t15_512:source_t8_512;study05/study05_p43:target_t37_512:source_t3_512;study05/study05_p43:target_t36_512:source_t2_1024;study05/study05_p41:target_t33_512:source_t3_1024;study05/study05_p41:target_t29_512:source_t15_1536;study05/study05_p41:target_t27_0:source_t11_1024
2226,252;663;737;201;546;338;490;229,study05/study05_p40:target_t26_1024:source_t8_1024;study05/study05_p46:target_t37_1024:source_t16_1024;study05/study05_p50:target_t26_1024:source_t7_0;study05/study05_p24:target_t28_512:source_t14_1536;study05/study05_p45:target_t25_1024:source_t8_1536;study05/study05_p41:target_t27_512:source_t11_1536;study05/study05_p44:target_t28_1024:source_t8_1536;study05/study05_p40:target_t20_512:source_t2_1536
2227,466;443;334;717;92;500;371;450,study05/study05_p44:target_t22_1024:source_t2_1536;study05/study05_p44:target_t16_1536:source_t9_1536;study05/study05_p41:target_t26_512:source_t10_1536;study05/study05_p50:target_t19_0:source_t2_0;study05/study05_p10:target_t18_512:source_t1_1536;study05/study05_p44:target_t31_0:source_t12_1024;study05/study05_p43:target_t19_1536:source_t2_512;study05/study05_p44:target_t18_1024:source_t12_1536
2228,753;700;678;607;457;327;724;628,study05/study05_p50:target_t31_0:source_t11_0;study05/study05_p49:target_t21_1536:source_t5_512;study05/study05_p49:target_t13_1536:source_t10_1536;study05/study05_p46:target_t23_0:source_t1_1536;study05/study05_p44:target_t20_512:source_t0_1024;study05/study05_p41:target_t24_1024:source_t9_0;study05/study05_p50:target_t21_512:source_t3_1536;study05/study05_p46:target_t28_1536:source_t7_0
2229,667;341;465;305;340;6;17;595,study05/study05_p46:target_t38_1024:source_t17_1024;study05/study05_p41:target_t28_0:source_t13_512;study05/study05_p44:target_t22_512:source_t2_1024;study05/study05_p41:target_t19_0:source_t3_1024;study05/study05_p41:target_t27_1536:source_t12_1536;study05/study05_p06:target_t18_1024:source_t2_0;study05/study05_p06:target_t21_512:source_t4_1536;study05/study05_p46:target_t20_0:source_t16_1536
