successful_update,pair_indices,pair_keys
2247,531;355;264;375;152;367;620;140,study05/study05_p48:target_t17_1024:source_t0_0;study05/study05_p45:target_t33_1536:source_t0_512;study05/study05_p44:target_t27_0:source_t7_512;study05/study05_p46:target_t20_0:source_t16_1536;study05/study05_p43:target_t20_0:source_t2_1024;study05/study05_p46:target_t18_0:source_t14_1536;study05/study05_p49:target_t18_1536:source_t3_0;study05/study05_p41:target_t33_0:source_t3_512
2248,226;508;473;360;451;238;484;311,study05/study05_p44:target_t17_1024:source_t11_512;study05/study05_p47:target_t31_1536:source_t0_512;study05/study05_p47:target_t23_0:source_t6_1536;study05/study05_p45:target_t35_0:source_t1_1024;study05/study05_p47:target_t17_1024:source_t1_0;study05/study05_p44:target_t20_1024:source_t0_1536;study05/study05_p47:target_t25_1536:source_t10_0;study05/study05_p45:target_t20_512:source_t4_1536
2249,55;321;188;59;282;104;129;584,study05/study05_p40:target_t32_1024:source_t15_1024;study05/study05_p45:target_t23_1536:source_t7_512;study05/study05_p43:target_t30_1536:source_t11_1024;study05/study05_p40:target_t33_1024:source_t16_1024;study05/study05_p44:target_t31_1024:source_t13_512;study05/study05_p41:target_t23_1536:source_t8_512;study05/study05_p41:target_t30_0:source_t0_1024;study05/study05_p48:target_t32_1024:source_t0_512
2250,346;514;429;159;181;509;506;500,study05/study05_p45:target_t31_512:source_t14_1024;study05/study05_p47:target_t33_512:source_t1_1536;study05/study05_p46:target_t34_0:source_t12_1536;study05/study05_p43:target_t22_512:source_t4_512;study05/study05_p43:target_t28_1536:source_t9_1536;study05/study05_p47:target_t32_0:source_t0_1024;study05/study05_p47:target_t31_512:source_t16_1536;study05/study05_p47:target_t29_1536:source_t14_1024
2251,645;304;678;211;457;199;594;467,study05/study05_p50:target_t18_512:source_t1_1536;study05/study05_p45:target_t18_1024:source_t3_0;study05/study05_p50:target_t29_1024:source_t10_0;study05/study05_p43:target_t37_1536:source_t3_1536;study05/study05_p47:target_t19_0:source_t2_1024;study05/study05_p43:target_t34_0:source_t0_1536;study05/study05_p48:target_t36_0:source_t2_1536;study05/study05_p47:target_t21_1024:source_t5_0
2252,132;322;263;419;413;529;151;2,study05/study05_p41:target_t30_1536:source_t1_512;study05/study05_p45:target_t24_1024:source_t7_1024;study05/study05_p44:target_t26_1536:source_t7_0;study05/study05_p46:target_t31_1024:source_t9_1536;study05/study05_p46:target_t30_0:source_t8_512;study05/study05_p48:target_t17_0:source_t13_512;study05/study05_p43:target_t19_1536:source_t2_512;study05/study05_p40:target_t18_1024:source_t1_0
2253,38;644;687;194;607;530;431;229,study05/study05_p40:target_t28_0:source_t10_512;study05/study05_p50:target_t18_0:source_t1_1024;study05/study05_p50:target_t32_1536:source_t12_512;study05/study05_p43:target_t32_512:source_t15_0;study05/study05_p49:target_t13_1536:source_t10_1536;study05/study05_p48:target_t17_512:source_t14_512;study05/study05_p46:target_t34_1024:source_t13_512;study05/study05_p44:target_t18_512:source_t12_1024
2254,465;425;208;634;295;460;615;590,study05/study05_p47:target_t21_0:source_t4_1024;study05/study05_p46:target_t33_0:source_t11_512;study05/study05_p43:target_t37_0:source_t3_0;study05/study05_p49:target_t23_1536:source_t7_0;study05/study05_p44:target_t34_1536:source_t2_512;study05/study05_p47:target_t19_1536:source_t3_512;study05/study05_p49:target_t16_0:source_t1_1536;study05/study05_p48:target_t34_1024:source_t1_1536
2255,290;681;60;501;136;574;72;91,study05/study05_p44:target_t33_1024:source_t1_0;study05/study05_p50:target_t30_512:source_t10_1536;study05/study05_p40:target_t33_1536:source_t16_1536;study05/study05_p47:target_t30_0:source_t15_512;study05/study05_p41:target_t31_1536:source_t2_512;study05/study05_p48:target_t29_1024:source_t10_1536;study05/study05_p40:target_t36_1536:source_t1_1536;study05/study05_p41:target_t20_1024:source_t5_0
2256,582;29;604;222;78;683;588;334,study05/study05_p48:target_t32_0:source_t14_512;study05/study05_p40:target_t25_1024:source_t7_1536;study05/study05_p49:target_t13_0:source_t10_0;study05/study05_p44:target_t16_1024:source_t9_1024;study05/study05_p41:target_t17_512:source_t1_1536;study05/study05_p50:target_t31_512:source_t11_512;study05/study05_p48:target_t34_0:source_t1_512;study05/study05_p45:target_t27_1024:source_t10_1536
2257,485;186;655;507;547;223;458;234,study05/study05_p47:target_t26_0:source_t10_512;study05/study05_p43:target_t30_512:source_t11_0;study05/study05_p50:target_t22_0:source_t4_512;study05/study05_p47:target_t31_1024:source_t0_0;study05/study05_p48:target_t21_1536:source_t4_0;study05/study05_p44:target_t16_1536:source_t9_1536;study05/study05_p47:target_t19_512:source_t2_1536;study05/study05_p44:target_t19_1024:source_t14_1536
2258,54;312;635;694;118;105;7;68,study05/study05_p40:target_t32_512:source_t15_512;study05/study05_p45:target_t20_1536:source_t5_0;study05/study05_p49:target_t24_512:source_t7_1024;study05/study05_p50:target_t35_512:source_t14_0;study05/study05_p41:target_t27_512:source_t11_1536;study05/study05_p41:target_t24_0:source_t8_1024;study05/study05_p40:target_t19_1536:source_t2_512;study05/study05_p40:target_t35_1536:source_t0_1536
2259,5;221;156;254;61;463;447;466,study05/study05_p40:target_t19_512:source_t1_1536;study05/study05_p44:target_t16_512:source_t9_512;study05/study05_p43:target_t21_1024:source_t3_1024;study05/study05_p44:target_t24_1024:source_t4_1536;study05/study05_p40:target_t34_0:source_t17_0;study05/study05_p47:target_t20_1024:source_t4_0;study05/study05_p46:target_t38_1024:source_t17_1024;study05/study05_p47:target_t21_512:source_t4_1536
2260,219;359;260;365;259;141;662;692,study05/study05_p44:target_t15_1536:source_t8_1536;study05/study05_p45:target_t34_1536:source_t1_512;study05/study05_p44:target_t26_0:source_t6_512;study05/study05_p45:target_t36_1024:source_t2_1536;study05/study05_p44:target_t25_1536:source_t6_0;study05/study05_p41:target_t33_512:source_t3_1024;study05/study05_p50:target_t25_0:source_t6_0;study05/study05_p50:target_t34_1024:source_t13_1024
2261,184;565;155;207;157;285;665;176,study05/study05_p43:target_t29_1024:source_t10_1024;study05/study05_p48:target_t26_1024:source_t8_1024;study05/study05_p43:target_t20_1536:source_t3_512;study05/study05_p43:target_t36_1024:source_t2_1536;study05/study05_p43:target_t21_1536:source_t3_1536;study05/study05_p44:target_t32_512:source_t14_1536;study05/study05_p50:target_t25_1536:source_t6_1536;study05/study05_p43:target_t27_0:source_t8_1024
2262,541;256;66;255;122;569;535;249,study05/study05_p48:target_t20_512:source_t2_1024;study05/study05_p44:target_t25_0:source_t5_512;study05/study05_p40:target_t35_512:source_t0_512;study05/study05_p44:target_t24_1536:source_t5_0;study05/study05_p41:target_t28_512:source_t14_0;study05/study05_p48:target_t27_1536:source_t9_1024;study05/study05_p48:target_t18_1536:source_t1_0;study05/study05_p44:target_t23_512:source_t3_1024
2263,597;13;627;577;548;278;382;677,study05/study05_p48:target_t36_1536:source_t3_1024;study05/study05_p40:target_t21_1024:source_t3_1536;study05/study05_p49:target_t21_512:source_t4_1536;study05/study05_p48:target_t30_1024:source_t11_1024;study05/study05_p48:target_t22_0:source_t4_512;study05/study05_p44:target_t30_1024:source_t11_1024;study05/study05_p46:target_t21_1536:source_t0_1024;study05/study05_p50:target_t29_512:source_t9_1536
2264,611;42;267;261;512;494;67;557,study05/study05_p49:target_t15_0:source_t0_1536;study05/study05_p40:target_t29_0:source_t11_512;study05/study05_p44:target_t27_1536:source_t8_0;study05/study05_p44:target_t26_512:source_t6_1024;study05/study05_p47:target_t32_1536:source_t1_512;study05/study05_p47:target_t28_512:source_t13_0;study05/study05_p40:target_t35_1024:source_t0_1024;study05/study05_p48:target_t24_1024:source_t6_1024
2265,459;488;52;669;205;619;94;8,study05/study05_p47:target_t19_1024:source_t3_0;study05/study05_p47:target_t26_1536:source_t11_512;study05/study05_p40:target_t31_1536:source_t14_1536;study05/study05_p50:target_t27_512:source_t7_1536;study05/study05_p43:target_t36_0:source_t2_512;study05/study05_p49:target_t18_1024:source_t2_1536;study05/study05_p41:target_t21_512:source_t5_1536;study05/study05_p40:target_t20_0:source_t2_1024
2266,288;185;599;417;284;461;324;196,study05/study05_p44:target_t33_0:source_t0_1024;study05/study05_p43:target_t30_0:source_t10_1536;study05/study05_p49:target_t11_1024:source_t8_1536;study05/study05_p46:target_t31_0:source_t9_512;study05/study05_p44:target_t32_0:source_t14_512;study05/study05_p47:target_t20_0:source_t3_1024;study05/study05_p45:target_t25_0:source_t8_512;study05/study05_p43:target_t32_1536:source_t0_0
2267,387;670;303;434;300;404;71;689,study05/study05_p46:target_t23_0:source_t1_1536;study05/study05_p50:target_t27_1024:source_t8_0;study05/study05_p45:target_t18_512:source_t2_1536;study05/study05_p46:target_t35_512:source_t14_512;study05/study05_p45:target_t17_0:source_t2_0;study05/study05_p46:target_t27_512:source_t6_0;study05/study05_p40:target_t36_1024:source_t1_1024;study05/study05_p50:target_t33_1536:source_t12_1536
2268,11;513;30;39;363;352;183;125,study05/study05_p40:target_t21_0:source_t3_512;study05/study05_p47:target_t33_0:source_t1_1024;study05/study05_p40:target_t25_1536:source_t8_0;study05/study05_p40:target_t28_512:source_t10_1024;study05/study05_p45:target_t35_1536:source_t2_512;study05/study05_p45:target_t32_1536:source_t16_512;study05/study05_p43:target_t29_512:source_t10_512;study05/study05_p41:target_t29_0:source_t15_1024
2269,103;217;319;639;41;432;696;528,study05/study05_p41:target_t23_1024:source_t8_0;study05/study05_p44:target_t15_512:source_t8_512;study05/study05_p45:target_t23_512:source_t6_1536;study05/study05_p49:target_t26_1536:source_t9_0;study05/study05_p40:target_t28_1536:source_t11_0;study05/study05_p46:target_t34_1536:source_t13_1024;study05/study05_p50:target_t35_1536:source_t14_1024;study05/study05_p48:target_t16_1536:source_t12_1536
2270,1;566;158;89;286;423;162;112,study05/study05_p40:target_t18_512:source_t0_1536;study05/study05_p48:target_t26_1536:source_t8_1536;study05/study05_p43:target_t22_0:source_t4_0;study05/study05_p41:target_t20_0:source_t4_1024;study05/study05_p44:target_t32_1024:source_t0_0;study05/study05_p46:target_t32_1024:source_t10_1536;study05/study05_p43:target_t23_0:source_t5_0;study05/study05_p41:target_t25_1536:source_t10_512
2271,43;236;624;131;20;139;218;629,study05/study05_p40:target_t29_512:source_t11_1024;study05/study05_p44:target_t20_0:source_t0_512;study05/study05_p49:target_t20_0:source_t4_0;study05/study05_p41:target_t30_1024:source_t1_0;study05/study05_p40:target_t23_512:source_t5_1024;study05/study05_p41:target_t32_1536:source_t3_0;study05/study05_p44:target_t15_1024:source_t8_1024;study05/study05_p49:target_t21_1536:source_t5_512
2272,603;666;302;95;570;409;108;481,study05/study05_p49:target_t12_1536:source_t9_1536;study05/study05_p50:target_t26_1024:source_t7_0;study05/study05_p45:target_t18_0:source_t2_1024;study05/study05_p41:target_t21_1024:source_t6_0;study05/study05_p48:target_t28_0:source_t9_1536;study05/study05_p46:target_t29_0:source_t7_512;study05/study05_p41:target_t24_1536:source_t9_512;study05/study05_p47:target_t25_0:source_t9_512
2273,682;179;106;608;543;299;92;22,study05/study05_p50:target_t31_0:source_t11_0;study05/study05_p43:target_t27_1536:source_t9_512;study05/study05_p41:target_t24_512:source_t8_1536;study05/study05_p49:target_t14_512:source_t0_0;study05/study05_p48:target_t20_1536:source_t3_0;study05/study05_p44:target_t35_1536:source_t3_512;study05/study05_p41:target_t20_1536:source_t5_512;study05/study05_p40:target_t23_1536:source_t6_0
2274,246;273;693;16;649;251;613;421,study05/study05_p44:target_t22_1024:source_t2_1536;study05/study05_p44:target_t29_512:source_t9_1024;study05/study05_p50:target_t35_0:source_t13_1536;study05/study05_p40:target_t22_512:source_t4_1024;study05/study05_p50:target_t19_1536:source_t2_1536;study05/study05_p44:target_t23_1536:source_t4_0;study05/study05_p49:target_t15_1024:source_t1_512;study05/study05_p46:target_t32_0:source_t10_512
2275,515;189;192;532;33;502;85;444,study05/study05_p47:target_t33_1024:source_t2_0;study05/study05_p43:target_t31_0:source_t11_1536;study05/study05_p43:target_t31_1536:source_t13_512;study05/study05_p48:target_t17_1536:source_t0_512;study05/study05_p40:target_t26_1536:source_t8_1536;study05/study05_p47:target_t30_512:source_t15_1024;study05/study05_p41:target_t19_0:source_t3_1024;study05/study05_p46:target_t37_1536:source_t16_1536
2276,534;225;401;265;137;610;147;377,study05/study05_p48:target_t18_1024:source_t0_1536;study05/study05_p44:target_t17_512:source_t11_0;study05/study05_p46:target_t26_1024:source_t5_512;study05/study05_p44:target_t27_512:source_t7_1024;study05/study05_p41:target_t32_512:source_t2_1024;study05/study05_p49:target_t14_1536:source_t0_1024;study05/study05_p43:target_t18_1536:source_t1_512;study05/study05_p46:target_t20_1024:source_t17_512
2277,492;4;15;116;657;602;306;537,study05/study05_p47:target_t27_1536:source_t12_512;study05/study05_p40:target_t19_0:source_t1_1024;study05/study05_p40:target_t22_0:source_t4_512;study05/study05_p41:target_t26_1536:source_t11_512;study05/study05_p50:target_t23_0:source_t4_1536;study05/study05_p49:target_t12_1024:source_t9_1024;study05/study05_p45:target_t19_0:source_t3_1024;study05/study05_p48:target_t19_512:source_t1_1024
2278,589;341;679;593;483;120;79;44,study05/study05_p48:target_t34_512:source_t1_1024;study05/study05_p45:target_t30_0:source_t13_0;study05/study05_p50:target_t29_1536:source_t10_512;study05/study05_p48:target_t35_1536:source_t2_1024;study05/study05_p47:target_t25_1024:source_t9_1536;study05/study05_p41:target_t27_1536:source_t12_1536;study05/study05_p41:target_t17_1024:source_t2_0;study05/study05_p40:target_t29_1024:source_t11_1536
2279,349;462;83;244;323;398;470;438,study05/study05_p45:target_t32_0:source_t15_1024;study05/study05_p47:target_t20_512:source_t3_1536;study05/study05_p41:target_t18_1024:source_t3_0;study05/study05_p44:target_t22_0:source_t2_512;study05/study05_p45:target_t24_1536:source_t8_0;study05/study05_p46:target_t25_1536:source_t4_1024;study05/study05_p47:target_t22_512:source_t5_1536;study05/study05_p46:target_t36_512:source_t15_512
2280,0;549;307;344;269;31;393;378,study05/study05_p40:target_t18_0:source_t0_1024;study05/study05_p48:target_t22_512:source_t4_1024;study05/study05_p45:target_t19_512:source_t3_1536;study05/study05_p45:target_t30_1536:source_t13_1536;study05/study05_p44:target_t28_512:source_t8_1024;study05/study05_p40:target_t26_512:source_t8_512;study05/study05_p46:target_t24_1024:source_t3_512;study05/study05_p46:target_t20_1536:source_t17_1024
2281,240;270;253;567;209;663;695;630,study05/study05_p44:target_t21_0:source_t1_512;study05/study05_p44:target_t28_1024:source_t8_1536;study05/study05_p44:target_t24_512:source_t4_1024;study05/study05_p48:target_t27_512:source_t9_0;study05/study05_p43:target_t37_512:source_t3_512;study05/study05_p50:target_t25_512:source_t6_512;study05/study05_p50:target_t35_1024:source_t14_512;study05/study05_p49:target_t22_1536:source_t5_1024
2282,489;297;403;454;674;595;504;283,study05/study05_p47:target_t27_0:source_t11_1024;study05/study05_p44:target_t35_512:source_t2_1536;study05/study05_p46:target_t27_0:source_t5_1536;study05/study05_p47:target_t18_512:source_t1_1536;study05/study05_p50:target_t28_1024:source_t9_0;study05/study05_p48:target_t36_512:source_t3_0;study05/study05_p47:target_t30_1536:source_t16_512;study05/study05_p44:target_t31_1536:source_t13_1536
2283,495;397;379;660;675;146;119;546,study05/study05_p47:target_t28_1024:source_t13_512;study05/study05_p46:target_t25_1024:source_t4_512;study05/study05_p46:target_t21_0:source_t17_1536;study05/study05_p50:target_t23_1536:source_t5_1024;study05/study05_p50:target_t28_1536:source_t9_512;study05/study05_p43:target_t18_1024:source_t1_0;study05/study05_p41:target_t27_1024:source_t12_1024;study05/study05_p48:target_t21_1024:source_t3_1536
2284,606;563;115;625;46;101;58;386,study05/study05_p49:target_t13_1024:source_t10_1024;study05/study05_p48:target_t26_0:source_t8_0;study05/study05_p41:target_t26_1024:source_t11_0;study05/study05_p49:target_t20_1536:source_t4_512;study05/study05_p40:target_t30_0:source_t12_1536;study05/study05_p41:target_t23_0:source_t7_1024;study05/study05_p40:target_t33_512:source_t16_512;study05/study05_p46:target_t22_1536:source_t1_1024
2285,621;395;231;114;64;88;347;573,study05/study05_p49:target_t19_512:source_t3_512;study05/study05_p46:target_t25_0:source_t3_1536;study05/study05_p44:target_t18_1536:source_t13_512;study05/study05_p41:target_t26_512:source_t10_1536;study05/study05_p40:target_t34_1536:source_t17_1536;study05/study05_p41:target_t19_1536:source_t4_512;study05/study05_p45:target_t31_1024:source_t14_1536;study05/study05_p48:target_t29_512:source_t10_1024
2286,676;144;623;345;90;464;51;97,study05/study05_p50:target_t29_0:source_t9_1024;study05/study05_p43:target_t18_0:source_t0_1024;study05/study05_p49:target_t19_1536:source_t3_1536;study05/study05_p45:target_t31_0:source_t14_0;study05/study05_p41:target_t20_512:source_t4_1536;study05/study05_p47:target_t20_1536:source_t4_512;study05/study05_p40:target_t31_1024:source_t14_1024;study05/study05_p41:target_t22_0:source_t6_1024
2287,182;65;364;56;281;93;433;369,study05/study05_p43:target_t29_0:source_t10_0;study05/study05_p40:target_t35_0:source_t0_0;study05/study05_p45:target_t36_512:source_t2_1024;study05/study05_p40:target_t32_1536:source_t15_1536;study05/study05_p44:target_t31_512:source_t12_1536;study05/study05_p41:target_t21_0:source_t5_1024;study05/study05_p46:target_t35_0:source_t13_1536;study05/study05_p46:target_t18_1024:source_t15_512
2288,175,study05/study05_p43:target_t26_1536:source_t8_512
2289,347;165;646;552;249;517;76;479,study05/study05_p45:target_t31_1024:source_t14_1536;study05/study05_p43:target_t24_512:source_t5_1536;study05/study05_p50:target_t19_0:source_t2_0;study05/study05_p48:target_t23_0:source_t5_512;study05/study05_p44:target_t23_512:source_t3_1024;study05/study05_p47:target_t34_0:source_t2_1024;study05/study05_p41:target_t16_1536:source_t1_512;study05/study05_p47:target_t24_1024:source_t8_1536
2290,581;631;355;67;113;526;64;393,study05/study05_p48:target_t31_1536:source_t13_512;study05/study05_p49:target_t23_0:source_t5_1536;study05/study05_p45:target_t33_1536:source_t0_512;study05/study05_p40:target_t35_1024:source_t0_1024;study05/study05_p41:target_t26_0:source_t10_1024;study05/study05_p48:target_t16_512:source_t11_1536;study05/study05_p40:target_t34_1536:source_t17_1536;study05/study05_p46:target_t24_1024:source_t3_512
2291,310;13;358;677;239;48;465;39,study05/study05_p45:target_t20_0:source_t4_1024;study05/study05_p40:target_t21_1024:source_t3_1536;study05/study05_p45:target_t34_1024:source_t1_0;study05/study05_p50:target_t29_512:source_t9_1536;study05/study05_p44:target_t20_1536:source_t1_0;study05/study05_p40:target_t30_1024:source_t13_512;study05/study05_p47:target_t21_0:source_t4_1024;study05/study05_p40:target_t28_512:source_t10_1024
2292,49;69;368;66;386;200;124;189,study05/study05_p40:target_t31_0:source_t13_1024;study05/study05_p40:target_t36_0:source_t1_0;study05/study05_p46:target_t18_512:source_t15_0;study05/study05_p40:target_t35_512:source_t0_512;study05/study05_p46:target_t22_1536:source_t1_1024;study05/study05_p43:target_t34_512:source_t1_0;study05/study05_p41:target_t28_1536:source_t15_0;study05/study05_p43:target_t31_0:source_t11_1536
2293,442;139;520;573;553;413;471;674,study05/study05_p46:target_t37_512:source_t16_512;study05/study05_p41:target_t32_1536:source_t3_0;study05/study05_p47:target_t34_1536:source_t3_512;study05/study05_p48:target_t29_512:source_t10_1024;study05/study05_p48:target_t23_512:source_t5_1024;study05/study05_p46:target_t30_0:source_t8_512;study05/study05_p47:target_t22_1024:source_t6_0;study05/study05_p50:target_t28_1024:source_t9_0
2294,132;242;670;162;511;603;104;478,study05/study05_p41:target_t30_1536:source_t1_512;study05/study05_p44:target_t21_1024:source_t1_1536;study05/study05_p50:target_t27_1024:source_t8_0;study05/study05_p43:target_t23_0:source_t5_0;study05/study05_p47:target_t32_1024:source_t1_0;study05/study05_p49:target_t12_1536:source_t9_1536;study05/study05_p41:target_t23_1536:source_t8_512;study05/study05_p47:target_t24_512:source_t8_1024
2295,123;376;147;678;348;45;561;53,study05/study05_p41:target_t28_1024:source_t14_1024;study05/study05_p46:target_t20_512:source_t17_0;study05/study05_p43:target_t18_1536:source_t1_512;study05/study05_p50:target_t29_1024:source_t10_0;study05/study05_p45:target_t31_1536:source_t15_512;study05/study05_p40:target_t29_1536:source_t12_1024;study05/study05_p48:target_t25_1024:source_t7_1024;study05/study05_p40:target_t32_0:source_t15_0
2296,639;407;403;345;166;99;470;142,study05/study05_p49:target_t26_1536:source_t9_0;study05/study05_p46:target_t28_1024:source_t6_1536;study05/study05_p46:target_t27_0:source_t5_1536;study05/study05_p45:target_t31_0:source_t14_0;study05/study05_p43:target_t24_1024:source_t6_0;study05/study05_p41:target_t22_1024:source_t7_0;study05/study05_p47:target_t22_512:source_t5_1536;study05/study05_p41:target_t33_1024:source_t3_1536
2297,512;644;180;5;420;157;248;558,study05/study05_p47:target_t32_1536:source_t1_512;study05/study05_p50:target_t18_0:source_t1_1024;study05/study05_p43:target_t28_0:source_t9_1024;study05/study05_p40:target_t19_512:source_t1_1536;study05/study05_p46:target_t31_1536:source_t10_0;study05/study05_p43:target_t21_1536:source_t3_1536;study05/study05_p44:target_t23_0:source_t3_512;study05/study05_p48:target_t24_1536:source_t6_1536
2298,399;585;655;388;208;175;257;488,study05/study05_p46:target_t26_0:source_t4_1536;study05/study05_p48:target_t32_1536:source_t0_1024;study05/study05_p50:target_t22_0:source_t4_512;study05/study05_p46:target_t23_512:source_t2_0;study05/study05_p43:target_t37_0:source_t3_0;study05/study05_p43:target_t26_1536:source_t8_512;study05/study05_p44:target_t25_512:source_t5_1024;study05/study05_p47:target_t26_1536:source_t11_512
2299,38;107;377;326;183;503;332;569,study05/study05_p40:target_t28_0:source_t10_512;study05/study05_p41:target_t24_1024:source_t9_0;study05/study05_p46:target_t20_1024:source_t17_512;study05/study05_p45:target_t25_1024:source_t8_1536;study05/study05_p43:target_t29_512:source_t10_512;study05/study05_p47:target_t30_1024:source_t15_1536;study05/study05_p45:target_t27_0:source_t10_512;study05/study05_p48:target_t27_1536:source_t9_1024
2300,171;128;357;229;65;280;537;382,study05/study05_p43:target_t25_1536:source_t7_512;study05/study05_p41:target_t29_1536:source_t0_512;study05/study05_p45:target_t34_512:source_t0_1536;study05/study05_p44:target_t18_512:source_t12_1024;study05/study05_p40:target_t35_0:source_t0_0;study05/study05_p44:target_t31_0:source_t12_1024;study05/study05_p48:target_t19_512:source_t1_1024;study05/study05_p46:target_t21_1536:source_t0_1024
2301,540;421;501;158;297;116;409;352,study05/study05_p48:target_t20_0:source_t2_512;study05/study05_p46:target_t32_0:source_t10_512;study05/study05_p47:target_t30_0:source_t15_512;study05/study05_p43:target_t22_0:source_t4_0;study05/study05_p44:target_t35_512:source_t2_1536;study05/study05_p41:target_t26_1536:source_t11_512;study05/study05_p46:target_t29_0:source_t7_512;study05/study05_p45:target_t32_1536:source_t16_512
2302,224;367;4;507;272;477;130;311,study05/study05_p44:target_t17_0:source_t10_1024;study05/study05_p46:target_t18_0:source_t14_1536;study05/study05_p40:target_t19_0:source_t1_1024;study05/study05_p47:target_t31_1024:source_t0_0;study05/study05_p44:target_t29_0:source_t9_512;study05/study05_p47:target_t24_0:source_t8_0;study05/study05_p41:target_t30_512:source_t0_1536;study05/study05_p45:target_t20_512:source_t4_1536
2303,666;635;337;400;472;521;425;649,study05/study05_p50:target_t26_1024:source_t7_0;study05/study05_p49:target_t24_512:source_t7_1024;study05/study05_p45:target_t29_0:source_t11_1536;study05/study05_p46:target_t26_512:source_t5_0;study05/study05_p47:target_t22_1536:source_t6_512;study05/study05_p48:target_t15_0:source_t10_1024;study05/study05_p46:target_t33_0:source_t11_512;study05/study05_p50:target_t19_1536:source_t2_1536
2304,159;230;3;244;44;225;279;587,study05/study05_p43:target_t22_512:source_t4_512;study05/study05_p44:target_t18_1024:source_t12_1536;study05/study05_p40:target_t18_1536:source_t1_512;study05/study05_p44:target_t22_0:source_t2_512;study05/study05_p40:target_t29_1024:source_t11_1536;study05/study05_p44:target_t17_512:source_t11_0;study05/study05_p44:target_t30_1536:source_t11_1536;study05/study05_p48:target_t33_1536:source_t1_0
2305,349;370;260;327;485;328;579;102,study05/study05_p45:target_t32_0:source_t15_1024;study05/study05_p46:target_t18_1536:source_t15_1024;study05/study05_p44:target_t26_0:source_t6_512;study05/study05_p45:target_t25_1536:source_t9_0;study05/study05_p47:target_t26_0:source_t10_512;study05/study05_p45:target_t26_0:source_t9_512;study05/study05_p48:target_t31_512:source_t12_512;study05/study05_p41:target_t23_512:source_t7_1536
2306,541;223;371;293;476;331;298;394,study05/study05_p48:target_t20_512:source_t2_1024;study05/study05_p44:target_t16_1536:source_t9_1536;study05/study05_p46:target_t19_0:source_t15_1536;study05/study05_p44:target_t34_512:source_t1_1536;study05/study05_p47:target_t23_1536:source_t7_1024;study05/study05_p45:target_t26_1536:source_t10_0;study05/study05_p44:target_t35_1024:source_t3_0;study05/study05_p46:target_t24_1536:source_t3_1024
2307,591;530;406;83;129;138;353;232,study05/study05_p48:target_t34_1536:source_t2_0;study05/study05_p48:target_t17_512:source_t14_512;study05/study05_p46:target_t27_1536:source_t6_1024;study05/study05_p41:target_t18_1024:source_t3_0;study05/study05_p41:target_t30_0:source_t0_1024;study05/study05_p41:target_t32_1024:source_t2_1536;study05/study05_p45:target_t33_512:source_t16_1024;study05/study05_p44:target_t19_0:source_t13_1536
2308,402;318;614;362;598;667;605;405,study05/study05_p46:target_t26_1536:source_t5_1024;study05/study05_p45:target_t23_0:source_t6_1024;study05/study05_p49:target_t15_1536:source_t1_1024;study05/study05_p45:target_t35_1024:source_t2_0;study05/study05_p49:target_t11_512:source_t8_512;study05/study05_p50:target_t26_1536:source_t7_512;study05/study05_p49:target_t13_512:source_t10_512;study05/study05_p46:target_t27_1024:source_t6_512
2309,449;411;35;695;372;468;650;588,study05/study05_p47:target_t17_0:source_t0_1024;study05/study05_p46:target_t29_1024:source_t7_1536;study05/study05_p40:target_t27_512:source_t9_512;study05/study05_p50:target_t35_1024:source_t14_512;study05/study05_p46:target_t19_512:source_t16_0;study05/study05_p47:target_t21_1536:source_t5_512;study05/study05_p50:target_t20_1024:source_t3_0;study05/study05_p48:target_t34_0:source_t1_512
2310,283;292;384;654;622;88;645;251,study05/study05_p44:target_t31_1536:source_t13_1536;study05/study05_p44:target_t34_0:source_t1_1024;study05/study05_p46:target_t22_512:source_t1_0;study05/study05_p50:target_t21_1024:source_t4_0;study05/study05_p49:target_t19_1024:source_t3_1024;study05/study05_p41:target_t19_1536:source_t4_512;study05/study05_p50:target_t18_512:source_t1_1536;study05/study05_p44:target_t23_1536:source_t4_0
2311,475;226;197;259;282;198;182;572,study05/study05_p47:target_t23_1024:source_t7_512;study05/study05_p44:target_t17_1024:source_t11_512;study05/study05_p43:target_t33_0:source_t0_512;study05/study05_p44:target_t25_1536:source_t6_0;study05/study05_p44:target_t31_1024:source_t13_512;study05/study05_p43:target_t33_1536:source_t0_1024;study05/study05_p43:target_t29_0:source_t10_0;study05/study05_p48:target_t29_0:source_t10_512
2312,518;173;281;675;250;160;363;575,study05/study05_p47:target_t34_512:source_t2_1536;study05/study05_p43:target_t26_512:source_t7_1536;study05/study05_p44:target_t31_512:source_t12_1536;study05/study05_p50:target_t28_1536:source_t9_512;study05/study05_p44:target_t23_1024:source_t3_1536;study05/study05_p43:target_t22_1024:source_t4_1024;study05/study05_p45:target_t35_1536:source_t2_512;study05/study05_p48:target_t30_0:source_t11_0
2313,634;689;256;62;295;490;351;98,study05/study05_p49:target_t23_1536:source_t7_0;study05/study05_p50:target_t33_1536:source_t12_1536;study05/study05_p44:target_t25_0:source_t5_512;study05/study05_p40:target_t34_512:source_t17_512;study05/study05_p44:target_t34_1536:source_t2_512;study05/study05_p47:target_t27_512:source_t11_1536;study05/study05_p45:target_t32_1024:source_t16_0;study05/study05_p41:target_t22_512:source_t6_1536
