successful_update,pair_indices,pair_keys
2163,493;578;435;624;374;678;441;191,study05/study05_p47:target_t31_512:source_t16_1536;study05/study05_p48:target_t34_1536:source_t2_0;study05/study05_p43:target_t38_1536:source_t4_1536;study05/study05_p49:target_t25_1536:source_t8_512;study05/study05_p43:target_t20_1024:source_t3_0;study05/study05_p50:target_t34_512:source_t13_512;study05/study05_p47:target_t18_512:source_t1_1536;study05/study05_p24:target_t25_1536:source_t10_512
2164,34;276;117;539;473;268;466;109,study05/study05_p06:target_t25_1024:source_t9_0;study05/study05_p40:target_t32_1536:source_t15_1536;study05/study05_p10:target_t24_1024:source_t8_0;study05/study05_p48:target_t23_0:source_t5_512;study05/study05_p47:target_t26_512:source_t10_1024;study05/study05_p40:target_t30_1024:source_t13_512;study05/study05_p47:target_t24_1024:source_t8_1536;study05/study05_p10:target_t22_1024:source_t6_0
2165,327;428;392;215;391;675;84;380,study05/study05_p41:target_t24_1024:source_t9_0;study05/study05_p43:target_t37_0:source_t3_0;study05/study05_p43:target_t26_0:source_t7_1024;study05/study05_p24:target_t31_1536:source_t1_1024;study05/study05_p43:target_t25_1536:source_t7_512;study05/study05_p50:target_t33_1024:source_t12_1024;study05/study05_p06:target_t38_512:source_t4_1536;study05/study05_p43:target_t22_1024:source_t4_1024
2166,514;272;427;394;477;487;214;206,study05/study05_p48:target_t16_1024:source_t12_512;study05/study05_p40:target_t31_1536:source_t14_1536;study05/study05_p43:target_t36_1024:source_t2_1536;study05/study05_p43:target_t26_1024:source_t8_0;study05/study05_p47:target_t27_512:source_t11_1536;study05/study05_p47:target_t29_1536:source_t14_1024;study05/study05_p24:target_t31_1024:source_t1_512;study05/study05_p24:target_t29_1024:source_t16_512
2167,471;626;227;36;405;562;242;76,study05/study05_p47:target_t25_1536:source_t10_0;study05/study05_p49:target_t26_1536:source_t9_0;study05/study05_p40:target_t19_1536:source_t2_512;study05/study05_p06:target_t26_0:source_t9_1024;study05/study05_p43:target_t30_0:source_t10_1536;study05/study05_p48:target_t30_0:source_t11_0;study05/study05_p40:target_t23_1536:source_t6_0;study05/study05_p06:target_t36_512:source_t2_1536
2168,574;201;172;552;123;440;10;308,study05/study05_p48:target_t33_1536:source_t1_0;study05/study05_p24:target_t28_512:source_t14_1536;study05/study05_p10:target_t38_512:source_t5_1536;study05/study05_p48:target_t26_1024:source_t8_1024;study05/study05_p10:target_t26_0:source_t9_1536;study05/study05_p47:target_t18_0:source_t1_1024;study05/study05_p06:target_t19_1024:source_t3_0;study05/study05_p41:target_t19_1536:source_t4_512
2169,298;6;245;243;516;57;338;150,study05/study05_p41:target_t17_512:source_t1_1536;study05/study05_p06:target_t18_1024:source_t2_0;study05/study05_p40:target_t24_1024:source_t6_1536;study05/study05_p40:target_t24_0:source_t6_512;study05/study05_p48:target_t17_0:source_t13_512;study05/study05_p06:target_t31_1024:source_t15_0;study05/study05_p41:target_t27_512:source_t11_1536;study05/study05_p10:target_t32_1536:source_t0_512
2170,77;326;333;277;634;193;291;96,study05/study05_p06:target_t36_1024:source_t3_0;study05/study05_p41:target_t24_512:source_t8_1536;study05/study05_p41:target_t26_0:source_t10_1024;study05/study05_p40:target_t33_0:source_t16_0;study05/study05_p50:target_t19_512:source_t2_512;study05/study05_p24:target_t26_512:source_t10_1536;study05/study05_p40:target_t36_1024:source_t1_1024;study05/study05_p10:target_t19_512:source_t2_1536
2171,317;594;166;177;82;332;167;75,study05/study05_p41:target_t22_0:source_t6_1024;study05/study05_p49:target_t13_1536:source_t10_1536;study05/study05_p10:target_t36_1536:source_t4_512;study05/study05_p24:target_t20_0:source_t6_1536;study05/study05_p06:target_t37_1536:source_t4_512;study05/study05_p41:target_t25_1536:source_t10_512;study05/study05_p10:target_t37_0:source_t4_1024;study05/study05_p06:target_t36_0:source_t2_1024
2172,385;619;545;376;294;180;279;187,study05/study05_p43:target_t24_512:source_t5_1536;study05/study05_p49:target_t23_512:source_t6_1024;study05/study05_p48:target_t24_1536:source_t6_1536;study05/study05_p43:target_t21_1024:source_t3_1024;study05/study05_p41:target_t16_512:source_t0_1536;study05/study05_p24:target_t21_1024:source_t7_1024;study05/study05_p40:target_t33_1024:source_t16_1024;study05/study05_p24:target_t24_1024:source_t9_512
2173,354;289;558;248;329;580;411;357,study05/study05_p41:target_t31_512:source_t1_1536;study05/study05_p40:target_t36_0:source_t1_0;study05/study05_p48:target_t28_512:source_t10_0;study05/study05_p40:target_t25_512:source_t7_1024;study05/study05_p41:target_t25_0:source_t9_1024;study05/study05_p48:target_t35_1536:source_t2_1024;study05/study05_p43:target_t31_1024:source_t13_0;study05/study05_p41:target_t32_512:source_t2_1024
2174,335;431;14;479;526;616;70;396,study05/study05_p41:target_t26_1024:source_t11_0;study05/study05_p43:target_t37_1536:source_t3_1536;study05/study05_p06:target_t20_1024:source_t4_0;study05/study05_p47:target_t27_1536:source_t12_512;study05/study05_p48:target_t19_1536:source_t2_0;study05/study05_p49:target_t21_1536:source_t5_512;study05/study05_p06:target_t34_1536:source_t1_512;study05/study05_p43:target_t27_0:source_t8_1024
2175,646;9;241;436;337;12;414;17,study05/study05_p50:target_t23_1024:source_t5_512;study05/study05_p06:target_t19_512:source_t2_1536;study05/study05_p40:target_t23_1024:source_t5_1536;study05/study05_p47:target_t17_0:source_t0_1024;study05/study05_p41:target_t27_0:source_t11_1024;study05/study05_p06:target_t20_0:source_t3_1024;study05/study05_p43:target_t32_512:source_t15_0;study05/study05_p06:target_t21_512:source_t4_1536
2176,202;608;318;25;628;521;569;425,study05/study05_p24:target_t28_1024:source_t15_0;study05/study05_p49:target_t19_512:source_t3_512;study05/study05_p41:target_t22_512:source_t6_1536;study05/study05_p06:target_t23_512:source_t6_1536;study05/study05_p50:target_t16_1536:source_t0_1536;study05/study05_p48:target_t18_1024:source_t0_1536;study05/study05_p48:target_t32_0:source_t14_512;study05/study05_p43:target_t36_0:source_t2_512
2177,170;474;529;372;535;212;353;235,study05/study05_p10:target_t37_1536:source_t5_512;study05/study05_p47:target_t26_1024:source_t10_1536;study05/study05_p48:target_t20_1024:source_t2_1536;study05/study05_p43:target_t20_0:source_t2_1024;study05/study05_p48:target_t22_0:source_t4_512;study05/study05_p24:target_t31_0:source_t0_1536;study05/study05_p41:target_t31_0:source_t1_1024;study05/study05_p40:target_t22_0:source_t4_512
2178,340;198;271;570;81;315;247;613,study05/study05_p41:target_t27_1536:source_t12_1536;study05/study05_p24:target_t27_1024:source_t13_1024;study05/study05_p40:target_t31_1024:source_t14_1024;study05/study05_p48:target_t32_512:source_t0_0;study05/study05_p06:target_t37_1024:source_t4_0;study05/study05_p41:target_t21_1024:source_t6_0;study05/study05_p40:target_t25_0:source_t7_512;study05/study05_p49:target_t21_0:source_t4_1024
2179,605;641;542;388;142;80;127;564,study05/study05_p49:target_t18_512:source_t2_1024;study05/study05_p50:target_t21_1024:source_t4_0;study05/study05_p48:target_t24_0:source_t6_0;study05/study05_p43:target_t25_0:source_t6_1024;study05/study05_p10:target_t30_1536:source_t15_512;study05/study05_p06:target_t37_512:source_t3_1536;study05/study05_p10:target_t27_0:source_t10_1536;study05/study05_p48:target_t30_1024:source_t11_1024
2180,602;148;310;126;498;638;190;633,study05/study05_p49:target_t16_0:source_t1_1536;study05/study05_p10:target_t32_512:source_t16_1536;study05/study05_p41:target_t20_512:source_t4_1536;study05/study05_p10:target_t26_1536:source_t10_1024;study05/study05_p47:target_t32_1024:source_t1_0;study05/study05_p50:target_t20_1536:source_t3_512;study05/study05_p24:target_t25_1024:source_t10_0;study05/study05_p50:target_t19_0:source_t2_0
2181,134;371;197;173;216;598;99;110,study05/study05_p10:target_t28_1536:source_t13_0;study05/study05_p43:target_t19_1536:source_t2_512;study05/study05_p24:target_t27_512:source_t13_512;study05/study05_p10:target_t38_1024:source_t6_0;study05/study05_p24:target_t32_0:source_t1_1536;study05/study05_p49:target_t15_0:source_t0_1536;study05/study05_p10:target_t20_0:source_t3_1024;study05/study05_p10:target_t22_1536:source_t6_512
2182,356;224;313;655;367;586;604;418,study05/study05_p41:target_t31_1536:source_t2_512;study05/study05_p40:target_t19_0:source_t1_1024;study05/study05_p41:target_t21_0:source_t5_1024;study05/study05_p50:target_t27_0:source_t7_1024;study05/study05_p43:target_t18_1536:source_t1_512;study05/study05_p49:target_t11_1024:source_t8_1536;study05/study05_p49:target_t18_0:source_t2_512;study05/study05_p43:target_t33_1536:source_t0_1024
2183,3;325;301;465;424;213;408;328,study05/study05_p06:target_t17_1536:source_t1_512;study05/study05_p41:target_t24_0:source_t8_1024;study05/study05_p41:target_t18_0:source_t2_1024;study05/study05_p47:target_t24_512:source_t8_1024;study05/study05_p43:target_t35_512:source_t2_0;study05/study05_p24:target_t31_512:source_t1_0;study05/study05_p43:target_t30_1536:source_t11_1024;study05/study05_p41:target_t24_1536:source_t9_512
2184,230;631;163;296;143;456;554;439,study05/study05_p40:target_t20_1024:source_t3_0;study05/study05_p50:target_t18_0:source_t1_1024;study05/study05_p10:target_t36_0:source_t3_1024;study05/study05_p41:target_t16_1536:source_t1_512;study05/study05_p10:target_t31_0:source_t15_1024;study05/study05_p47:target_t22_0:source_t5_1024;study05/study05_p48:target_t27_512:source_t9_0;study05/study05_p47:target_t17_1536:source_t1_512
2185,351;174;584;509;358;508;53;568,study05/study05_p41:target_t30_1024:source_t1_0;study05/study05_p10:target_t38_1536:source_t6_512;study05/study05_p48:target_t36_1536:source_t3_1024;study05/study05_p48:target_t15_512:source_t10_1536;study05/study05_p41:target_t32_1024:source_t2_1536;study05/study05_p48:target_t15_0:source_t10_1024;study05/study05_p06:target_t30_1024:source_t14_0;study05/study05_p48:target_t31_1536:source_t13_512
2186,293;252;107;153;50;585;100;614,study05/study05_p41:target_t16_0:source_t0_1024;study05/study05_p40:target_t26_1024:source_t8_1024;study05/study05_p10:target_t22_0:source_t5_1024;study05/study05_p10:target_t33_1024:source_t1_0;study05/study05_p06:target_t29_1536:source_t13_512;study05/study05_p49:target_t11_512:source_t8_512;study05/study05_p10:target_t20_512:source_t3_1536;study05/study05_p49:target_t21_512:source_t4_1536
2187,548;49;673;128;204;161;494;452,study05/study05_p48:target_t25_1024:source_t7_1024;study05/study05_p06:target_t29_1024:source_t13_0;study05/study05_p50:target_t32_512:source_t12_0;study05/study05_p10:target_t27_512:source_t11_512;study05/study05_p24:target_t29_0:source_t15_1024;study05/study05_p10:target_t35_1024:source_t3_0;study05/study05_p47:target_t31_1024:source_t0_0;study05/study05_p47:target_t21_0:source_t4_1024
2188,659;169;262;587;572;671;305;660,study05/study05_p50:target_t28_0:source_t8_1024;study05/study05_p10:target_t37_1024:source_t5_0;study05/study05_p40:target_t29_0:source_t11_512;study05/study05_p49:target_t12_0:source_t9_0;study05/study05_p48:target_t32_1536:source_t0_1024;study05/study05_p50:target_t31_1536:source_t11_1024;study05/study05_p41:target_t19_0:source_t3_1024;study05/study05_p50:target_t28_512:source_t8_1536
2189,544;133;63;399;69;275;410;86,study05/study05_p48:target_t24_1024:source_t6_1024;study05/study05_p10:target_t28_1024:source_t12_1536;study05/study05_p06:target_t33_0:source_t16_1024;study05/study05_p43:target_t27_1536:source_t9_512;study05/study05_p06:target_t34_1024:source_t1_0;study05/study05_p40:target_t32_1024:source_t15_1024;study05/study05_p43:target_t31_512:source_t12_1536;study05/study05_p06:target_t38_1536:source_t5_512
2190,551;620;87;113;342;257;309;316,study05/study05_p48:target_t26_512:source_t8_512;study05/study05_p49:target_t23_1024:source_t6_1536;study05/study05_p10:target_t17_0:source_t0_1024;study05/study05_p10:target_t23_1024:source_t7_0;study05/study05_p41:target_t28_512:source_t14_0;study05/study05_p40:target_t27_1536:source_t10_0;study05/study05_p41:target_t20_0:source_t4_1024;study05/study05_p41:target_t21_1536:source_t6_512
2191,280;540;458;98;239;610;618;656,study05/study05_p40:target_t33_1536:source_t16_1536;study05/study05_p48:target_t23_512:source_t5_1024;study05/study05_p47:target_t22_1024:source_t6_0;study05/study05_p10:target_t19_1536:source_t3_512;study05/study05_p40:target_t23_0:source_t5_512;study05/study05_p49:target_t19_1536:source_t3_1536;study05/study05_p49:target_t23_0:source_t5_1536;study05/study05_p50:target_t27_512:source_t7_1536
2192,287;292;664;565;258;233;210;168,study05/study05_p40:target_t35_1024:source_t0_1024;study05/study05_p40:target_t36_1536:source_t1_1536;study05/study05_p50:target_t29_512:source_t9_1536;study05/study05_p48:target_t30_1536:source_t11_1536;study05/study05_p40:target_t28_0:source_t10_512;study05/study05_p40:target_t21_1024:source_t3_1536;study05/study05_p24:target_t30_1024:source_t0_512;study05/study05_p10:target_t37_512:source_t4_1536
2193,343;522;368;445;500;381;561;460,study05/study05_p41:target_t28_1024:source_t14_1024;study05/study05_p48:target_t18_1536:source_t1_0;study05/study05_p43:target_t19_0:source_t1_1024;study05/study05_p47:target_t19_512:source_t2_1536;study05/study05_p47:target_t33_0:source_t1_1024;study05/study05_p43:target_t22_1536:source_t4_1536;study05/study05_p48:target_t29_1024:source_t10_1536;study05/study05_p47:target_t23_0:source_t6_1536
2194,154;266;455;232;426;18;62;350,study05/study05_p10:target_t33_1536:source_t1_512;study05/study05_p40:target_t30_0:source_t12_1536;study05/study05_p47:target_t21_1536:source_t5_512;study05/study05_p40:target_t21_512:source_t3_1024;study05/study05_p43:target_t36_512:source_t2_1024;study05/study05_p06:target_t21_1024:source_t5_0;study05/study05_p06:target_t32_1536:source_t16_512;study05/study05_p41:target_t30_512:source_t0_1536
2195,121;476;203;517;420;355;264;362,study05/study05_p10:target_t25_1024:source_t9_512;study05/study05_p47:target_t27_0:source_t11_1024;study05/study05_p24:target_t28_1536:source_t15_512;study05/study05_p48:target_t17_512:source_t14_512;study05/study05_p43:target_t34_512:source_t1_0;study05/study05_p41:target_t31_1024:source_t2_0;study05/study05_p40:target_t29_1024:source_t11_1536;study05/study05_p41:target_t33_1024:source_t3_1536
2196,152;467;140;226;419;457;360;499,study05/study05_p10:target_t33_512:source_t0_1536;study05/study05_p47:target_t24_1536:source_t9_0;study05/study05_p10:target_t30_512:source_t14_1024;study05/study05_p40:target_t19_1024:source_t2_0;study05/study05_p43:target_t34_0:source_t0_1536;study05/study05_p47:target_t22_512:source_t5_1536;study05/study05_p41:target_t33_0:source_t3_512;study05/study05_p47:target_t32_1536:source_t1_512
2197,238;468;311;55;321;188;59;282,study05/study05_p40:target_t22_1536:source_t5_0;study05/study05_p47:target_t25_0:source_t9_512;study05/study05_p41:target_t20_1024:source_t5_0;study05/study05_p06:target_t31_0:source_t14_1024;study05/study05_p41:target_t23_0:source_t7_1024;study05/study05_p24:target_t24_1536:source_t9_1024;study05/study05_p06:target_t32_0:source_t15_1024;study05/study05_p40:target_t34_512:source_t17_512
2198,104;129;652;346;497;415;159;181,study05/study05_p10:target_t21_512:source_t4_1536;study05/study05_p10:target_t27_1024:source_t11_1024;study05/study05_p50:target_t25_1536:source_t6_1536;study05/study05_p41:target_t29_512:source_t15_1536;study05/study05_p47:target_t32_512:source_t0_1536;study05/study05_p43:target_t32_1024:source_t16_0;study05/study05_p10:target_t35_0:source_t2_1024;study05/study05_p24:target_t22_1536:source_t7_1536
2199,478;490;484;536;304;666;211;443,study05/study05_p47:target_t27_1024:source_t12_0;study05/study05_p47:target_t30_1024:source_t15_1536;study05/study05_p47:target_t29_0:source_t13_1536;study05/study05_p48:target_t22_512:source_t4_1024;study05/study05_p41:target_t18_1536:source_t3_512;study05/study05_p50:target_t29_1536:source_t10_512;study05/study05_p24:target_t30_1536:source_t0_1024;study05/study05_p47:target_t18_1536:source_t2_512
2200,199;583;453;132;322;263;406;400,study05/study05_p24:target_t27_1536:source_t14_0;study05/study05_p48:target_t36_1024:source_t3_512;study05/study05_p47:target_t21_512:source_t4_1536;study05/study05_p10:target_t28_512:source_t12_1024;study05/study05_p41:target_t23_512:source_t7_1536;study05/study05_p40:target_t29_512:source_t11_1024;study05/study05_p43:target_t30_512:source_t11_0;study05/study05_p43:target_t28_0:source_t9_1024
2201,519;151;2;38;632;674;194;596,study05/study05_p48:target_t17_1536:source_t0_512;study05/study05_p10:target_t33_0:source_t0_1024;study05/study05_p06:target_t17_1024:source_t1_0;study05/study05_p06:target_t26_1024:source_t10_0;study05/study05_p50:target_t18_512:source_t1_1536;study05/study05_p50:target_t32_1536:source_t12_512;study05/study05_p24:target_t26_1024:source_t11_1536;study05/study05_p49:target_t14_1024:source_t0_512
2202,520;527;229;451;208;622;295;446,study05/study05_p48:target_t18_512:source_t0_1024;study05/study05_p48:target_t20_0:source_t2_512;study05/study05_p40:target_t20_512:source_t2_1536;study05/study05_p47:target_t20_1536:source_t4_512;study05/study05_p24:target_t30_0:source_t16_1536;study05/study05_p49:target_t24_512:source_t7_1024;study05/study05_p41:target_t16_1024:source_t1_0;study05/study05_p47:target_t19_1024:source_t3_0
2203,506;579;290;668;510;485;136;653,study05/study05_p47:target_t34_1024:source_t3_0;study05/study05_p48:target_t35_0:source_t2_512;study05/study05_p40:target_t36_512:source_t1_512;study05/study05_p50:target_t30_512:source_t10_1536;study05/study05_p48:target_t15_1024:source_t11_0;study05/study05_p47:target_t29_512:source_t14_0;study05/study05_p10:target_t29_512:source_t13_1024;study05/study05_p50:target_t26_1024:source_t7_0
2204,72;91;571;29;607;222;78;670,study05/study05_p06:target_t35_512:source_t1_1536;study05/study05_p10:target_t18_0:source_t1_1024;study05/study05_p48:target_t32_1024:source_t0_512;study05/study05_p06:target_t24_512:source_t7_1536;study05/study05_p49:target_t18_1536:source_t3_0;study05/study05_p40:target_t18_1024:source_t1_0;study05/study05_p06:target_t36_1536:source_t3_512;study05/study05_p50:target_t31_512:source_t11_512
2205,577;334;469;186;643;491;603;223,study05/study05_p48:target_t34_1024:source_t1_1536;study05/study05_p41:target_t26_512:source_t10_1536;study05/study05_p47:target_t25_512:source_t9_1024;study05/study05_p24:target_t24_512:source_t9_0;study05/study05_p50:target_t22_512:source_t4_1024;study05/study05_p47:target_t30_1536:source_t16_512;study05/study05_p49:target_t16_512:source_t2_0;study05/study05_p40:target_t18_1536:source_t1_512
2206,512;234;54;312;669;681;118;105,study05/study05_p48:target_t16_0:source_t11_1024;study05/study05_p40:target_t21_1536:source_t4_0;study05/study05_p06:target_t30_1536:source_t14_512;study05/study05_p41:target_t20_1536:source_t5_512;study05/study05_p50:target_t31_0:source_t11_0;study05/study05_p50:target_t35_512:source_t14_0;study05/study05_p10:target_t24_1536:source_t8_512;study05/study05_p10:target_t21_1024:source_t5_0
2207,7;68;5;221;156;254;61;447,study05/study05_p06:target_t18_1536:source_t2_512;study05/study05_p06:target_t34_512:source_t0_1536;study05/study05_p06:target_t18_512:source_t1_1536;study05/study05_p40:target_t18_512:source_t0_1536;study05/study05_p10:target_t34_512:source_t1_1536;study05/study05_p40:target_t27_0:source_t9_0;study05/study05_p06:target_t32_1024:source_t16_0;study05/study05_p47:target_t19_1536:source_t3_512
2208,219;359;260;365;259;141;650;679,study05/study05_p24:target_t32_1536:source_t2_1024;study05/study05_p41:target_t32_1536:source_t3_0;study05/study05_p40:target_t28_1024:source_t10_1536;study05/study05_p43:target_t18_512:source_t0_1536;study05/study05_p40:target_t28_512:source_t10_1024;study05/study05_p10:target_t30_1024:source_t15_0;study05/study05_p50:target_t25_512:source_t6_512;study05/study05_p50:target_t34_1024:source_t13_1024
2209,184;555;155;207;157;285;553;176,study05/study05_p24:target_t23_1024:source_t8_1024;study05/study05_p48:target_t27_1024:source_t9_512;study05/study05_p10:target_t34_0:source_t1_1024;study05/study05_p24:target_t29_1536:source_t16_1024;study05/study05_p10:target_t34_1024:source_t2_0;study05/study05_p40:target_t35_0:source_t0_0;study05/study05_p48:target_t26_1536:source_t8_1536;study05/study05_p24:target_t17_512:source_t6_1024
2210,531;256;66;255;122;559;525;249,study05/study05_p48:target_t21_0:source_t3_512;study05/study05_p40:target_t27_1024:source_t9_1536;study05/study05_p06:target_t33_1536:source_t0_512;study05/study05_p40:target_t27_512:source_t9_512;study05/study05_p10:target_t25_1536:source_t9_1024;study05/study05_p48:target_t29_0:source_t10_512;study05/study05_p48:target_t19_1024:source_t1_1536;study05/study05_p40:target_t25_1024:source_t7_1536
2211,486;13;615;566;538;278;382;665,study05/study05_p47:target_t29_1024:source_t14_512;study05/study05_p06:target_t20_512:source_t3_1536;study05/study05_p49:target_t21_1024:source_t5_0;study05/study05_p48:target_t31_512:source_t12_512;study05/study05_p48:target_t22_1536:source_t5_0;study05/study05_p40:target_t33_512:source_t16_512;study05/study05_p43:target_t23_0:source_t5_0;study05/study05_p50:target_t29_1024:source_t10_0
2212,600;42;267;261;644;67;547;459,study05/study05_p49:target_t15_1024:source_t1_512;study05/study05_p06:target_t27_1024:source_t11_0;study05/study05_p40:target_t30_512:source_t13_0;study05/study05_p40:target_t28_1536:source_t11_0;study05/study05_p50:target_t23_0:source_t4_1536;study05/study05_p06:target_t34_0:source_t0_1024;study05/study05_p48:target_t25_512:source_t7_512;study05/study05_p47:target_t22_1536:source_t6_512
2213,488;52;657;437;590;205;503;582,study05/study05_p47:target_t30_0:source_t15_512;study05/study05_p06:target_t30_512:source_t13_1536;study05/study05_p50:target_t27_1024:source_t8_0;study05/study05_p47:target_t17_512:source_t0_1536;study05/study05_p49:target_t12_1536:source_t9_1536;study05/study05_p24:target_t29_512:source_t16_0;study05/study05_p47:target_t33_1536:source_t2_512;study05/study05_p48:target_t36_512:source_t3_0
2214,28;94;472;8;288;185;60;642,study05/study05_p06:target_t24_0:source_t7_1024;study05/study05_p10:target_t18_1536:source_t2_512;study05/study05_p47:target_t26_0:source_t10_512;study05/study05_p06:target_t19_0:source_t2_1024;study05/study05_p40:target_t35_1536:source_t0_1536;study05/study05_p24:target_t24_0:source_t8_1536;study05/study05_p06:target_t32_512:source_t15_1536;study05/study05_p50:target_t22_0:source_t4_512
2215,588;417;284;461;324;196;387;658,study05/study05_p49:target_t12_512:source_t9_512;study05/study05_p43:target_t33_0:source_t0_512;study05/study05_p40:target_t34_1536:source_t17_1536;study05/study05_p47:target_t23_512:source_t7_0;study05/study05_p41:target_t23_1536:source_t8_512;study05/study05_p24:target_t27_0:source_t13_0;study05/study05_p43:target_t24_1536:source_t6_512;study05/study05_p50:target_t27_1536:source_t8_512
2216,303;434;300;404;71;676;11;513,study05/study05_p41:target_t18_1024:source_t3_0;study05/study05_p43:target_t38_1024:source_t4_1024;study05/study05_p41:target_t17_1536:source_t2_512;study05/study05_p43:target_t29_1024:source_t10_1024;study05/study05_p06:target_t35_0:source_t1_1024;study05/study05_p50:target_t33_1536:source_t12_1536;study05/study05_p06:target_t19_1536:source_t3_512;study05/study05_p48:target_t16_512:source_t11_1536
2217,30;39;363;352;183;125;103;217,study05/study05_p06:target_t24_1024:source_t8_0;study05/study05_p06:target_t26_1536:source_t10_512;study05/study05_p41:target_t33_1536:source_t4_0;study05/study05_p41:target_t30_1536:source_t1_512;study05/study05_p24:target_t23_512:source_t8_512;study05/study05_p10:target_t26_1024:source_t10_512;study05/study05_p10:target_t21_0:source_t4_1024;study05/study05_p24:target_t32_512:source_t2_0
2218,319;627;41;432;683;528;1;556,study05/study05_p41:target_t22_1024:source_t7_0;study05/study05_p50:target_t16_0:source_t0_1024;study05/study05_p06:target_t27_512:source_t10_1536;study05/study05_p43:target_t38_0:source_t4_0;study05/study05_p50:target_t35_1536:source_t14_1024;study05/study05_p48:target_t20_512:source_t2_1024;study05/study05_p06:target_t17_512:source_t0_1536;study05/study05_p48:target_t27_1536:source_t9_1024
2219,158;89;286;423;162;112;43;236,study05/study05_p10:target_t34_1536:source_t2_512;study05/study05_p10:target_t17_1024:source_t1_0;study05/study05_p40:target_t35_512:source_t0_512;study05/study05_p43:target_t35_0:source_t1_1536;study05/study05_p10:target_t35_1536:source_t3_512;study05/study05_p10:target_t23_512:source_t6_1536;study05/study05_p06:target_t27_1536:source_t11_512;study05/study05_p40:target_t22_512:source_t4_1024
2220,612;131;20;139;218;617;592;654,study05/study05_p49:target_t20_1536:source_t4_512;study05/study05_p10:target_t28_0:source_t12_512;study05/study05_p06:target_t22_0:source_t5_1024;study05/study05_p10:target_t30_0:source_t14_512;study05/study05_p24:target_t32_1024:source_t2_512;study05/study05_p49:target_t22_1536:source_t5_1024;study05/study05_p49:target_t13_512:source_t10_512;study05/study05_p50:target_t26_1536:source_t7_512
2221,302;95;409;108;481;611;179;106,study05/study05_p41:target_t18_512:source_t2_1536;study05/study05_p10:target_t19_0:source_t2_1024;study05/study05_p43:target_t31_0:source_t11_1536;study05/study05_p10:target_t22_512:source_t5_1536;study05/study05_p47:target_t28_512:source_t13_0;study05/study05_p49:target_t20_0:source_t4_0;study05/study05_p24:target_t21_512:source_t7_512;study05/study05_p10:target_t21_1536:source_t5_512
2222,597;543;299;92;22;246;273;680,study05/study05_p49:target_t14_1536:source_t0_1024;study05/study05_p48:target_t24_512:source_t6_512;study05/study05_p41:target_t17_1024:source_t2_0;study05/study05_p10:target_t18_512:source_t1_1536;study05/study05_p06:target_t22_1024:source_t6_0;study05/study05_p40:target_t24_1536:source_t7_0;study05/study05_p40:target_t32_0:source_t15_0;study05/study05_p50:target_t35_0:source_t13_1536
2223,16;637;251;591;421;515;189;192,study05/study05_p06:target_t21_0:source_t4_1024;study05/study05_p50:target_t20_1024:source_t3_0;study05/study05_p40:target_t26_512:source_t8_512;study05/study05_p49:target_t13_0:source_t10_0;study05/study05_p43:target_t34_1024:source_t1_512;study05/study05_p48:target_t16_1536:source_t12_1536;study05/study05_p24:target_t25_512:source_t9_1536;study05/study05_p24:target_t26_0:source_t10_1024
2224,532;33;502;85;444;534;225;401,study05/study05_p48:target_t21_512:source_t3_1024;study05/study05_p06:target_t25_512:source_t8_1536;study05/study05_p47:target_t33_1024:source_t2_0;study05/study05_p06:target_t38_1024:source_t5_0;study05/study05_p47:target_t19_0:source_t2_1024;study05/study05_p48:target_t21_1536:source_t4_0;study05/study05_p40:target_t19_512:source_t1_1536;study05/study05_p43:target_t28_1536:source_t9_1536
2225,265;137;599;147;377;492;4;15,study05/study05_p40:target_t29_1536:source_t12_1024;study05/study05_p10:target_t29_1024:source_t13_1536;study05/study05_p49:target_t15_512:source_t1_0;study05/study05_p10:target_t32_0:source_t16_1024;study05/study05_p43:target_t21_1536:source_t3_1536;study05/study05_p47:target_t31_0:source_t16_1024;study05/study05_p06:target_t18_0:source_t1_1024;study05/study05_p06:target_t20_1536:source_t4_512
2226,116;645;306;537;589;341;667;593,study05/study05_p10:target_t24_512:source_t7_1536;study05/study05_p50:target_t23_512:source_t5_0;study05/study05_p41:target_t19_512:source_t3_1536;study05/study05_p48:target_t22_1024:source_t4_1536;study05/study05_p49:target_t12_1024:source_t9_1024;study05/study05_p41:target_t28_0:source_t13_512;study05/study05_p50:target_t30_0:source_t10_1024;study05/study05_p49:target_t13_1024:source_t10_1024
2227,483;120;79;44;349;462;83;244,study05/study05_p47:target_t28_1536:source_t13_1024;study05/study05_p10:target_t25_512:source_t9_0;study05/study05_p06:target_t37_0:source_t3_1024;study05/study05_p06:target_t28_512:source_t11_1024;study05/study05_p41:target_t30_0:source_t0_1024;study05/study05_p47:target_t23_1024:source_t7_512;study05/study05_p06:target_t38_0:source_t4_1024;study05/study05_p40:target_t24_512:source_t6_1024
2228,323;398;470;438;0;549;307;344,study05/study05_p41:target_t23_1024:source_t8_0;study05/study05_p43:target_t27_1024:source_t9_0;study05/study05_p47:target_t25_1024:source_t9_1536;study05/study05_p47:target_t17_1024:source_t1_0;study05/study05_p06:target_t17_0:source_t0_1024;study05/study05_p48:target_t25_1536:source_t7_1536;study05/study05_p41:target_t19_1024:source_t4_0;study05/study05_p41:target_t28_1536:source_t15_0
